https://www.jstor.org/stable/45238033,THE ECONOMETRIC SOCIETY 2018 ANNUAL REPORT OF THE PRESIDENT,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Tim Besley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172310,THE ECONOMETRIC SOCIETY ANNUAL REPORTS: REPORT OF THE SECRETARY,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Enrique Sentana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172311,THE ECONOMETRIC SOCIETY ANNUAL REPORTS: REPORT OF THE TREASURER,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Enrique Sentana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909905,"Mathematical Methods in the Social Sciences, 1959, Proceedings of the First Stanford Symposium
     by Kenneth J. Arrow, Samuel Karlin, Patrick Suppes","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Reinhard Selten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909906,"On Economic Growth: An Essay in Pure Theory
     by D. M. Bensusan-Butt","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Leif Johansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909907,"Agricultural Production Functions
     by Earl O. Heady, John L. Dillon","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

K. S. Lomax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909908,"Index of Economoic Journals, Vol. I, 1886-1924","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

T. W. Hutchison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909909,"Output, Input and Productivity Measurement","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

R. J. Ball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909910,"Les Choix Economiques Décisions Séquentielles et Simulation
     by P. Rosenthiehl, A. Ghouila-Houri","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Richard Bellman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909911,"Izbrannye trudy: teoria veroyatnostei, matematicheskaya statistika
     by Evgeniĭ Evgen'evich Slutskiĭ, B. V. Gnedenko, N. V. Smirnov","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909912,"Nicht lineare Programplanung
     by H. H. Bohm","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

S. Chakravarty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909913,"Stochastic Population Models in Ecology and Epidemiology
     by M. S. Bartlett","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

A. T. Bharucha-Reid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909914,"Dynamic Changes of Income and Its Distribution in Japan
     by Chotaro Takahashi","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

H. T. Oshima",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909915,"An Econometric Model of the United Kingdom
     by L. R. Klein, R. J. Ball, A. Hazlewood, P. Vandome","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Arnold Zellner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909916,"Messen und Regeln in der Betriebswirtschaft
     by Adolf Adam","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Paul van Moeseke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909917,"Testing Statistical Hypotheses
     by E. L. Lehmann","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

L. Schmetterer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909918,"Economic Forecasts and Policy
     by H. Theil","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Ernest J. Mosbaek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909919,"The Theory and Measurement of Business Income
     by Edgar O. Edwards, Philip W. Bell","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

F. Sewell Bray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909920,"A Bibliography of the Writings of Irving Fisher
     by Irving Norton Fisher","Vol. 30, No. 3, Jul., 1962",Vol. 30,No. 3,Jul.,1962,,"Review by: 

Emile James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910227,"The Efficiency of the Coal Industry. An Application of Linear Programming
     by James M. Henderson","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Rudolf Henn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910228,"The Theory of Committees and Elections
     by Duncan Black","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

H. Kneser",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910229,"Elementary Mathematics of Linear Programming and Game Theory
     by Edward G. Bennion","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Adalberto Predetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910230,"The Structure of a Retail Market and the Market Behavior of Retail Units
     by Bob R. Holdren","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

H. Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910231,"Some Aspects of Multivariate Analysis
     by S. N. Roy","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

T. W. Anderson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910232,"International Financial Transactions and Business Cycles
     by Oskar Morgenstern","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Léon H. Dupriez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910233,"Istoria Russkoi Ekonomicheskoi Mysli
     by A. I. Pashkov and N. A. Tsagolov","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910234,"Econometrica per Dirigenti di Azienda
     by Pietro Castiglioni","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Luigi L. Pasinetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910235,"Soviet Statistics of Physical Output of Industrial Commodities: Their Compilation and Quality
     by Gregory Grossman","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Maurice Dobb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910236,"Linear Programming in Industry. Theory and Applications. An Introduction
     by Sven Danø","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Wilfred C",ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910237,"Statistical Cost Analysis
     by J. Johnston","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Irving Hoch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910238,"Mathematical Methods in the Theory of Queueing
     by A. Y. Khintchine, D. M. Andrews, M. H. Quenouille","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

E. J. Hannan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910239,"Wirtschaftsrechnung, Investitionen und Wachstum in einer Zentralverwaltungswirtchaft
     by Klaus Diekmann","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Adolf Nussbaumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910240,"An Essay on Economic Growth and Planning
     by Maurice Dobb","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

J. Tinbergen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910241,"Time Series Analysis. Methuen Monographs on Applied Probability and Statistics
     by E. J. Hannan","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Ulf Gren",er,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910242,"Theory of Industrialism. Causal Analysis and Economic Plans
     by Johan Åkerman","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Rendigs Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910243,"The Theory of Linear Economic Models
     by David Gale","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

V. Mukerji",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910244,"Teoria Podejmowania Decyzji
     by Wiesław Sadowski","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Walter Gensurowsky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910245,"Markov Learning Models for Multiperson Interactions
     by Patrick Suppes, Richard C. Atkinson","Vol. 30, No. 2, Apr., 1962",Vol. 30,No. 2,Apr.,1962,,"Review by: 

Klaus Krickeberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911296,"Economic Forecasts and Policy
     by H. Theil","Vol. 30, No. 1, Jan., 1962",Vol. 30,No. 1,Jan.,1962,,"Review by: 

Carl F. Christ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911297,"Efficiency in Government Through Systems Analysis. With Emphasis on Water Resource Development
     by Roland N. McKean","Vol. 30, No. 1, Jan., 1962",Vol. 30,No. 1,Jan.,1962,,"Review by: 

C. J. van Eijk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911298,"Business Saving in India: An Estimate and Analysis in Relation to Profitability and Growth of the National Saving Rate
     by H. K. Mazumdar","Vol. 30, No. 1, Jan., 1962",Vol. 30,No. 1,Jan.,1962,,"Review by: 

J. K. Sengupta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911299,"Individual Choice Behavior
     by R. Duncan Luce","Vol. 30, No. 1, Jan., 1962",Vol. 30,No. 1,Jan.,1962,,"Review by: 

J. Pfanzagl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911300,"Measurement: Definitions and Theories
     by C. West Churchman, Philburn Ratoosh","Vol. 30, No. 1, Jan., 1962",Vol. 30,No. 1,Jan.,1962,,"Review by: 

Karl Vind",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911301,"A History of the International Statistical Institute 1885-1960
     by J. W. Nixon","Vol. 30, No. 1, Jan., 1962",Vol. 30,No. 1,Jan.,1962,,"Review by: 

Wilhelm Winkler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911822,"Uchonye zapiski po statistike (Learned Writings on Statistics)
     by V. S. Nemchinov","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911823,"Allgemeine Methodenlehre der Statistik. I: Elementare Methoden unter besonderer Berücksichtigung der Anwendung in den Wirtschafts- und Sozialwissenschaften
     by Johann Pfanzagl","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

Paul Neurath",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911824,"A Comparison of National Output and Productivity of the United Kingdom and the United States
     by Deborah Paige, Gottfried Bombach","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

E. J. Mosbaek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911825,"Spravochnik ekonomista (The Economist's Reference Book)
     by Grigan Zosimovich Kuparadze","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911826,"Primenenie matematiki v ekonomicheskikh issledovaniakh (The Application of Mathematics in Economic Research)
     by V. S. Nemchinov","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911827,"Scientific Programming in Business and Industry
     by Andrew Vazsonyi","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

Hans Künzi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1911828,"The General Theory of n-Person Games
     by Claude Berge","Vol. 29, No. 4, Oct., 1961",Vol. 29,No. 4,Oct.,1961,,"Review by: 

Martin Shubik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909647,"Die logischen Grundlagen der mathematischen Wirtschaftstheorie als Methodenproblem der theoretischen Ökonomik
     by Gerhard Kade","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Gregor Sebba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909648,"Probleme einer dynamischen Theorie der Konsumfunktion
     by Eva Bossmann","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

J. S. Cramer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909649,"Philosophie des Conjonctures Economiques
     by L. H. Dupriez","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Henri Guitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909650,"Faktorelastizität und Beschäftigungsverlauf
     by Hans Kasten","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Arthur S. Goldberger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909651,"Mathematical Methods for Digital Computers
     by Anthony Ralston, Herbert S. Wilf","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Olga Taussky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909652,"An Introduction to Longitudinal Analysis: The Method of Repeated Observations from a Fixed Sample
     by Nathan Goldfarb","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Hans Zeisel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909653,"Interindustry Economics
     by H. B. Chenery, P. G. Clark","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

L. S. Berman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909654,"Einführung in die Theorie der Spiele: Mit Anwendungsbeispielen, insbesondere aus Wirtschaftslehre und Soziologie
     by Ewald Burger","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

H. W. Kuhn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909655,"The Allocation of Resources: Essays in Honor of Bernard Francis Haley
     by Moses Abramovitz","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

K. W. Rothschild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909656,"Voprosy ekonomiki, planirovania i statistiki
     by V. S. Nemchinov","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

J. M. Montias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909657,"Operations Research--Methods and Problems
     by Maurice Sasieni, Arthur Yaspan, Lawrence Friedman","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

W. Krelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909658,"Modern Probability Theory and Its Applications
     by Emanuel Parzen","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Marek Fisz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909659,"Introduction to the Theory of Interest
     by Joseph W. Conard","Vol. 29, No. 3, Jul., 1961",Vol. 29,No. 3,Jul.,1961,,"Review by: 

Dudley G. Luckett",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909296,"Ekonomicheski raschet nailuchshego ispol' zovania resursov (Economic Calculation of the Best Utilization of Resources)
     by L. V. Kantorovich","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

J. M. Montias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909297,"Econometrics
     by Stefan Valavanis, Alfred H. Conrad","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

John L. Dillon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909298,"Methods of Correlation and Regression Analysis, Linear and Curvilinear
     by Mordecai Ezekiel, Karl A. Fox","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Herman O. A. Wold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909299,"Introduction à la Théorie des Probabilités
     by B. V. Gnedenko, A. Ia. Khintchine","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Herbert T. David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909300,"Theory of Value
     by G. Debreu","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

E. Baudier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909301,"Volkwirtschaftliche Gesamtrechnung
     by Wilhelm Krelle","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

William N. Parker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909302,"Impact Multipliers and Dynamic Properties of the Klein-Goldberger Model
     by Arthur S. Goldberger","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

E. F. Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909303,"Delay in the Court. An Analysis of the Remedies for Delayed Justice
     by Hans Zeisel, Harry Kalven, Jr., Bernard Buchholz","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Robert J. Buehler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909304,"Economic Dynamics. An Introduction
     by William J. Baumol","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Erich Streissler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909305,"Studies in the Economics of Welfare Maximization
     by P. R. Brahmananda","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

J. A. Nordin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909306,"Cahiers du Séminaire d'Économétrie, No. 5.--Production, investissements et productivité
     by René Roy","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Angel Alcaide Inchausti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909307,"Linear programming methods and application
     by Saul I. Gass","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Bob R. Holdren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909308,"Strategy and Market Structure: Competition, Oligopoly, and the Theory of Games
     by Martin Shubik","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

John C. Harsanyi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909309,"The Logic of Investment Planning
     by S. Chakravarty","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Gerald M. Meier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909310,"La Funzione d'Imprenditore e la sua Offerta
     by Ercole Moroni","Vol. 29, No. 2, Apr., 1961",Vol. 29,No. 2,Apr.,1961,,"Review by: 

Gonzalo Arroyo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907692,"Elementary Decision Theory
     by H. Chernoff, L. E. Moses","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Ewald Burger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907693,"The Economic Theory of Fiscal Policy
     by Bent Hansen","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

O. H. Brownlee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907694,"Jan Tinbergen Selected Papers
     by L. H. Klaassen, L. M. Koyck, H. J. Witteveen","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

William Fellner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907695,"Die Handels- und Verarbeitungsspannen bei Nahrungsmitteln, Berichte über Landwirtschaft
     by Gunther Schmitt","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Zvi Griliches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907696,"Output, Employment, Capital, and Growth. A Quantitative Analysis
     by Hans Brems","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Henri Guitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907697,"Planning in Norway, 1947-1956
     by Petter Jakob Bjerve","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Janet A. Fisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907698,"Untersuchungen über die Theorie des dynamischen makroökonomischen Kernprozesses
     by Dr. Herbert Geyer","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Rudolf Henn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907699,"The Ten-Year Plan
     by National Planning Council","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Abdul Qayum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907700,"Associated Measurements
     by M. H. Quenouille","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

S. K. Katti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907701,"Determinants of Consumer Demand for House Furnishings and Equipment
     by Vernon G. Lippitt","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Richard F. Muth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907702,"Portfolio Selection
     by Harry M. Markowitz","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

A. D. Roy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907703,"Methodology of the Social Sciences
     by Felix Kaufmann","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

J. Agassi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907704,"L'investissement
     by Pierre Dieterlen","Vol. 29, No. 1, Jan., 1961",Vol. 29,No. 1,Jan.,1961,,"Review by: 

Trygve Haavelmo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907578,"The Logic of Scientific Discovery
     by Karl R. Popper","Vol. 28, No. 4, Oct., 1960",Vol. 28,No. 4,Oct.,1960,,"Review by: 

Richard C. Jeffrey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907579,"Studies in Linear and Non-Linear Programming
     by Kenneth J. Arrow, Leonid Hurwicz, Hirofumi Uzawa","Vol. 28, No. 4, Oct., 1960",Vol. 28,No. 4,Oct.,1960,,"Review by: 

Klaus Krickeberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907580,"Research Techniques in Human Engineering
     by A. Chapanis","Vol. 28, No. 4, Oct., 1960",Vol. 28,No. 4,Oct.,1960,,"Review by: 

A. Tustin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907581,"Istoria Russkoi Ekonomicheskoi Mysli (History of Russian Economic Thought)
     by A. I. Pashkov","Vol. 28, No. 4, Oct., 1960",Vol. 28,No. 4,Oct.,1960,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907582,"Financing of Economic Activity in Canada
     by William C. Hood","Vol. 28, No. 4, Oct., 1960",Vol. 28,No. 4,Oct.,1960,,"Review by: 

Richard E. Caves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910140,"Quantity and Price Indexes in National Accounts
     by Richard Stone","Vol. 28, No. 3, Jul., 1960",Vol. 28,No. 3,Jul.,1960,,"Review by: 

A. Nataf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910141,"A Short Term Planning Model for India
     by N. V. A. Narasimham","Vol. 28, No. 3, Jul., 1960",Vol. 28,No. 3,Jul.,1960,,"Review by: 

Tadeusz Krause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
