Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Full Author,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
https://www.jstor.org/stable/1806870,"If Homo Economicus Could Choose His Own Utility Function, Would He Want One with a Conscience? Reply","Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Robert H. Frank,Robert H. Frank,,,,,,,,1
https://www.jstor.org/stable/1806871,Two-Moment Decision Models and Expected Utility Maximization: Comment,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Haim Levy,Haim Levy,,,,,,,,1
https://www.jstor.org/stable/1806872,Two-Moment Decision Models and Expected Utility Maximization: Comment,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Hans-Werner Sinn,Hans-Werner Sinn,,,,,,,,1
https://www.jstor.org/stable/1806873,Two-Moment Decision Models and Expected Utility Maximization: Reply,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Jack Meyer,Jack Meyer,,,,,,,,1
https://www.jstor.org/stable/1806874,Price Leadership and Welfare Losses in U.S. Manufacturing: Comment,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Johan Willner,Johan Willner,,,,,,,,1
https://www.jstor.org/stable/1806875,Price Leadership and Welfare Losses in U.S. Manufacturing: Reply,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Micha Gisser,Micha Gisser,,,,,,,,1
https://www.jstor.org/stable/1806876,Auditor's Report,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Touche Ross and Company,Touche Ross,Company,,,,,,,1
https://www.jstor.org/stable/1827721,Politics and the Professors Revisited,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry J. Aaron,Henry J. Aaron,,,,,,,,0
https://www.jstor.org/stable/1827722,"Economic Reform in the USSR, Eastern Europe, and China: The Politics of Economics","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Ed A. Hewitt,Ed A. Hewitt,,,,,,,,0
https://www.jstor.org/stable/1827723,Reforms in China: Implications for U.S. Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert F. Dernberger,Robert F. Dernberger,,,,,,,,0
https://www.jstor.org/stable/1827724,Reforms in the USSR: Implications for U.S. Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Franklyn D. Holzman,Franklyn D. Holzman,,,,,,,,0
https://www.jstor.org/stable/1827725,"The J-Curve, the Fire Sale, and the Hard Landing","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Paul Krugman,Paul Krugman,,,,,,,,0
https://www.jstor.org/stable/1827726,The Case Against Trying to Stabilize the Dollar,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Martin Feldstein,Martin Feldstein,,,,,,,,0
https://www.jstor.org/stable/1827727,The Case for Roughly Stabilizing the Real Value of the Dollar,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,John Williamson,John Williamson,,,,,,,,0
https://www.jstor.org/stable/1827728,"Expenditures, Efficiency, and Equity in Education: The Federal Government's Role","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Eric A. Hanushek,Eric A. Hanushek,,,,,,,,0
https://www.jstor.org/stable/1827729,Economics of Investment in Educationally Disadvantaged Students,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry M. Levin,Henry M. Levin,,,,,,,,0
https://www.jstor.org/stable/1827730,Role of Parental Income in Educational Attainment,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Paul Taubman,Paul Taubman,,,,,,,,0
https://www.jstor.org/stable/1827731,Employment Opportunities of Young Men and Family Formation,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert I. Lerman,Robert I. Lerman,,,,,,,,0
https://www.jstor.org/stable/1827732,"Economic Transformation, Family Structure, and Poverty Rates of Black Children in Metropolitan Areas","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Cynthia Rexroat,Cynthia Rexroat,,,,,,,,0
https://www.jstor.org/stable/1827733,The Labor Supply and School Attendance of Black Women in Extended and Nonextended Households,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,David A. Macpherson and James B. Stewart,David A. Macpherson,James B. Stewart,,,,,,,0
https://www.jstor.org/stable/1827734,Having Opinions--One of the Elements of Well-Being?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Albert O. Hirschman,Albert O. Hirschman,,,,,,,,0
https://www.jstor.org/stable/1827735,Frames of Reference and the Quality of Life,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert H. Frank,Robert H. Frank,,,,,,,,0
https://www.jstor.org/stable/1827736,Altruism and the Quality of Life,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Oded Stark,Oded Stark,,,,,,,,0
https://www.jstor.org/stable/1827737,Fiscal Policy and the Dynamic Inconsistency of Social Security Forecasts,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry J. Aaron and Gary Burtless,Henry J. Aaron,Gary Burtless,,,,,,,0
https://www.jstor.org/stable/1827738,Social Security and Personal Saving: An Analysis of Expectations,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,B. Douglas Bernheim and Lawrence Levin,B. Douglas Bernheim,Lawrence Levin,,,,,,,0
https://www.jstor.org/stable/1827739,Is It Worth Eliminating the Retirement Test?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Marjorie Honig and Cordelia Reimers,Marjorie Honig,Cordelia Reimers,,,,,,,0
https://www.jstor.org/stable/1827740,"Tax Policy for the 1990s: Personal Saving, Business Investment, and Corporate Debt","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Martin Feldstein,Martin Feldstein,,,,,,,,0
https://www.jstor.org/stable/1827741,The Continuing Search for a Popular Tax,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Alice M. Rivlin,Alice M. Rivlin,,,,,,,,0
https://www.jstor.org/stable/1827742,Protection: Is There a Better Way?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert Z. Lawrence,Robert Z. Lawrence,,,,,,,,0
https://www.jstor.org/stable/1827743,Macroeconomic Influences on Trade Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,William R. Cline,William R. Cline,,,,,,,,0
https://www.jstor.org/stable/1827744,U.S. Trade Policy: Recent Changes and Future U.S. Interests,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert E. Baldwin,Robert E. Baldwin,,,,,,,,0
https://www.jstor.org/stable/1827745,Reputation and Time Consistency,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Nancy L. Stokey,Nancy L. Stokey,,,,,,,,0
https://www.jstor.org/stable/1827746,The Economics of Accounting Information Systems,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,J. S. Jordan,J. S. Jordan,,,,,,,,0
https://www.jstor.org/stable/1827747,The FSLIC Crisis and the Southwest Plan,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Paul M. Horvitz,Paul M. Horvitz,,,,,,,,0
https://www.jstor.org/stable/1827748,The Lender of Last Resort in the Wake of the Crash,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Gillian Garcia,Gillian Garcia,,,,,,,,0
https://www.jstor.org/stable/1827749,Expanded Powers After the Crash(es),"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Herbert Baer,Herbert Baer,,,,,,,,0
https://www.jstor.org/stable/1827750,The Future of Public Sector Unions: Stagnation or Growth?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Linda N. Edwards,Linda N. Edwards,,,,,,,,0
https://www.jstor.org/stable/1827751,Trends in Worker Demand for Union Representation,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Henry S. Farber,Henry S. Farber,,,,,,,,0
https://www.jstor.org/stable/1827752,The Ability of Unions to Adapt to Innovative Workplace Arrangements,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Adrienne E. Eaton and Paula B. Voos,Adrienne E. Eaton,Paula B. Voos,,,,,,,0
https://www.jstor.org/stable/1827753,Some Simple Economics of Mandated Benefits,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Lawrence H. Summers,Lawrence H. Summers,,,,,,,,0
https://www.jstor.org/stable/1827754,On the Contribution of Economics to the Evaluation and Formation of Social Insurance Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Laurence J. Kotlikoff,Laurence J. Kotlikoff,,,,,,,,0
https://www.jstor.org/stable/1827755,Economists' View of the Welfare System,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Edward M. Gramlich,Edward M. Gramlich,,,,,,,,0
https://www.jstor.org/stable/1827756,"Markets, Market Failures, and Development","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Joseph E. Stiglitz,Joseph E. Stiglitz,,,,,,,,0
https://www.jstor.org/stable/1827757,Financial Factors in Economic Development,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Rudiger Dornbusch and Alejandro Reynoso,Rudiger Dornbusch,Alejandro Reynoso,,,,,,,0
https://www.jstor.org/stable/1827758,"Unemployment, Inflation, and Wages in the American Depression: Are There Lessons for Europe?","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Ben Bernanke and Martin Parkinson,Ben Bernanke,Martin Parkinson,,,,,,,0
https://www.jstor.org/stable/1827759,The Thatcher Miracle?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,R. Layard and S. Nickell,R. Layard,S. Nickell,,,,,,,0
https://www.jstor.org/stable/1827760,Hysteresis in History: Was There Ever a Phillips Curve?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Robert J. Gordon,Robert J. Gordon,,,,,,,,0
https://www.jstor.org/stable/1827761,An Econometric Model of the Role of Gender in Economic Education,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Julia A. Heath,Julia A. Heath,,,,,,,,0
https://www.jstor.org/stable/1827762,The Effect of State Mandates on Student Performance,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Sherrie L. W. Rhine,Sherrie L. W. Rhine,,,,,,,,0
https://www.jstor.org/stable/1827763,The Principles Courses Revisited,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Michael Watts and Gerald J. Lynch,Michael Watts,Gerald J. Lynch,,,,,,,0
https://www.jstor.org/stable/1827764,Will There Be Enough Teachers?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Richard J. Murnane and Randall J. Olsen,Richard J. Murnane,Randall J. Olsen,,,,,,,0
https://www.jstor.org/stable/1827765,College Quality and Future Earnings: Where Should You Send Your Child to College?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"Estelle James, Nabeel Alsalam, Joseph C. Conaty and Duc-Le To",Estelle James,Nabeel Alsalam,Joseph C. Conaty,Duc-Le To,,,,,0
https://www.jstor.org/stable/1827766,Recent Trends in U.S. Higher Education Costs and Prices: The Role of Government Funding,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"Michael S. McPherson, Morton Owen Schapiro and Gordon C. Winston",Michael S. McPherson,Morton Owen Schapiro,Gordon C. Winston,,,,,,0
https://www.jstor.org/stable/1827767,Reducing International Imbalances: Evidence from Multicountry Models,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,John F. Helliwell,John F. Helliwell,,,,,,,,0
https://www.jstor.org/stable/1827768,Evaluating Blueprints for the Conduct of International Macro Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,David Currie and Simon Wren-Lewis,David Currie,Simon Wren-Lewis,,,,,,,0
https://www.jstor.org/stable/1827769,The Simple Macroeconomics of North-South Interaction,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Thomas Moutos and David Vines,Thomas Moutos,David Vines,,,,,,,0
https://www.jstor.org/stable/1827770,The General Equilibrium Effects of Inflation on Housing Consumption and Investment,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,James Berkovec and Don Fullerton,James Berkovec,Don Fullerton,,,,,,,0
https://www.jstor.org/stable/1827771,Trade Liberalization in Developing Countries: Do Imperfect Competition and Scale Economies Matter?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Shantayanan Devarajan and Dani Rodrik,Shantayanan Devarajan,Dani Rodrik,,,,,,,0
https://www.jstor.org/stable/1827772,The Economic Impact of the European Community,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"Glenn W. Harrison, Thomas F. Rutherford and Ian Wooton",Glenn W. Harrison,Thomas F. Rutherford,Ian Wooton,,,,,,0
https://www.jstor.org/stable/1827773,The Role of Part-Time Work in Women's Labor Market Choices Over Time,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Rebecca M. Blank,Rebecca M. Blank,,,,,,,,0
https://www.jstor.org/stable/1827774,Female Mobility and the Returns to Seniority: Should EEO Policy Be Concerned with Promotion?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Shulamit Kahn and Harriet Griesinger,Shulamit Kahn,Harriet Griesinger,,,,,,,0
https://www.jstor.org/stable/1827775,Effects of Comparable Worth Policy: Evidence from Washington State,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"June O'Neill, Michael Brien and James Cunningham",June O'Neill,Michael Brien,James Cunningham,,,,,,0
https://www.jstor.org/stable/1827776,"How the Rich Have Fared, 1973-87","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"Sheldon Danziger, Peter Gottischalk and Eugene Smolensky",Sheldon Danziger,Peter Gottischalk,Eugene Smolensky,,,,,,0
https://www.jstor.org/stable/1827777,Deficit Reduction and Income Redistribution,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"Edward Gramlich, Richard Kasten and Frank Sammartino",Edward Gramlich,Richard Kasten,Frank Sammartino,,,,,,0
https://www.jstor.org/stable/1827778,Inequality Among Children and Elderly in Ten Modern Nations: The United States in an International Context,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"John Coder, Lee Rainwater and Timothy Smeeding",John Coder,Lee Rainwater,Timothy Smeeding,,,,,,0
https://www.jstor.org/stable/1827779,Lifetime Incidence and the Distributional Burden of Excise Taxes,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,James M. Poterba,James M. Poterba,,,,,,,,0
https://www.jstor.org/stable/1827780,Taxation and Uncertainty,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,David S. Bizer and Kenneth L. Judd,David S. Bizer,Kenneth L. Judd,,,,,,,0
https://www.jstor.org/stable/1827781,"Economists in Health Care: Saviors, or Elephants in a Porcelain Shop?","Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Uwe E. Reinhardt,Uwe E. Reinhardt,,,,,,,,0
https://www.jstor.org/stable/1827782,Health and Long-Term Care for the Aged,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Dorothy P. Rice,Dorothy P. Rice,,,,,,,,0
https://www.jstor.org/stable/1827783,National Health Insurance: A Proposal,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Karen Davis,Karen Davis,,,,,,,,0
https://www.jstor.org/stable/1827784,Multiplicity of Equilibria and Fluctuations in Dynamic Imperfectly Competitive Economies,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Satyajit Chatterjee and Russell Cooper,Satyajit Chatterjee,Russell Cooper,,,,,,,0
https://www.jstor.org/stable/1827785,Labor Contracts in a Model of Imperfect Competition,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,"V. V. Chari, Larry E. Jones and Rodolfo E. Manuelli",V. V. Chari,Larry E. Jones,Rodolfo E. Manuelli,,,,,,0
https://www.jstor.org/stable/1827786,Toward a Theory of Rigidities,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Bruce Greenwald and Joseph E. Stiglitz,Bruce Greenwald,Joseph E. Stiglitz,,,,,,,0
https://www.jstor.org/stable/1827787,Macroeconomic Policy and Insider Power,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Assar Lindbeck and Dennis J. Snower,Assar Lindbeck,Dennis J. Snower,,,,,,,0
https://www.jstor.org/stable/1827788,A Microeconomic Approach to Macroeconomic Policy,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Mancur Olson,Mancur Olson,,,,,,,,0
https://www.jstor.org/stable/1827789,Should Governments Learn to Live with Inflation?,"Vol. 79, No. 2, May, 1989",Vol. 79,No. 2,May,1989,,Stanley Fischer and Lawrence H. Summers,Stanley Fischer,Lawrence H. Summers,,,,,,,0
https://www.jstor.org/stable/1804769,Divergences of Measurement and Theory and Some Implications for Economic Policy,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Robert Eisner,Robert Eisner,,,,,,,,1
https://www.jstor.org/stable/1804770,"Agency Costs, Net Worth, and Business Fluctuations","Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"This paper develops a simple neoclassical model of the business cycle in which the condition of borrowers' balance sheets is a source of output dynamics. The mechanism is that higher borrower net worth reduces the agency costs of financing real capital investments. Business upturns improve net worth, lower agency costs, and increase investment, which amplifies the upturn; vice versa, for downturns. Shocks that affect net worth (as in a debt-deflation) can initiate fluctuations.",Ben Bernanke and Mark Gertler,Ben Bernanke,Mark Gertler,,,,,,,1
https://www.jstor.org/stable/1804771,Cheap Talk and the Fed: A Theory of Imprecise Policy Announcements,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"This paper examines the problem faced by the Federal Reserve in announcing its private information about its future policies. Because it would like to manipulate expectations and pursue a time-inconsistent policy, the Fed cannot reveal its policy objectives precisely and credibly. It can, however, communicate some information about its goals through the ""cheap talk"" mechanism of Crawford and Sobel: making announcements that are imprecise, and only give ranges within which these goals may lie.",Jeremy C. Stein,Jeremy C. Stein,,,,,,,,1
https://www.jstor.org/stable/1804772,Sovereign Debt: Is to Forgive to Forget?,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"We show that, under fairly general conditions, lending to small countries must be supported by the direct sanctions available to creditors, and cannot be supported by a country's ""reputation for repayment."" This distinction is critically important for understanding the true underlying structure of sovereign lending contracts, and comparing policy alternatives for dealing with the developing country debt problem.",Jeremy Bulow and Kenneth Rogoff,Jeremy Bulow,Kenneth Rogoff,,,,,,,1
https://www.jstor.org/stable/1804773,Optimal Contracts with Lock-In,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"We analyze incomplete long-term bilateral contracts when buyers incur relationship-specific setup costs and sellers choose some aspect of quality that is not verifiable to third parties. If setup costs are observable, the first best can be achieved even though contracts cannot enforceably specify quality; this does not even require long-term contracts. If setup costs are unobservable, however, then long-term price contracts can outperform short-term contracts, although they are not constrained Pareto efficient.",Joseph Farrell and Carl Shapiro,Joseph Farrell,Carl Shapiro,,,,,,,1
https://www.jstor.org/stable/1804774,Inflexible Rules in Incentive Problems,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"In practice, contracts involve ""standard terms"" or ""rules,"" allowing for variations only under ""exceptional"" circumstances. We develop a simple model in which optimal contracts display this feature, even in the absence of transactions costs. Rules arise when an agent has ""countervailing incentives"" to misrepresent private information. These incentives are created by endowing the agent with a critical factor of production ex ante. Applications in regulatory, labor, and legal settings are developed.",Tracy R. Lewis and David E. M. Sappington,Tracy R. Lewis,David E. M. Sappington,,,,,,,1
https://www.jstor.org/stable/1804775,Trade in Producer Services and in Other Specialized Intermediate Inputs,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"Many producer services are knowledge-intensive, requiring a high initial investment in learning, after which the knowledge can be provided to additional users at low cost. A monopolistic-competition type model is developed to analyze these producer services. Trade only in final goods is an imperfect and inferior substitute for trade in the specialized inputs, due to the complementarity between domestic and foreign specialized inputs, or alternatively the gains from an increased division of labor.",James R. Markusen,James R. Markusen,,,,,,,,1
https://www.jstor.org/stable/1804776,Quality Distortion by a Discriminating Monopolist,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"The standard result of the monopoly imperfect quality discriminating model--no distortion at the highest quality level, while lower quality levels are degraded--flows from the assumption that consumers with a higher total utility of quality also have a higher marginal utility of quality. We develop a reasonable model in which the standard assumption is violated. This alternative model yields vastly different results. Specifically, quality may be enhanced, not degraded, to maintain profitable market segmentation.",Padmanabhan Srinagesh and Ralph M. Bradburd,Padmanabhan Srinagesh,Ralph M. Bradburd,,,,,,,1
https://www.jstor.org/stable/1804777,Gradual Reforms of Capital Income Taxation,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"This paper analyzes the intertemporal allocation effects of anticipated tax-rate changes, reconsidering the recommendations of the Meade Committee in a perfect foresight general equilibrium model of economic growth. We show that the R-base (or consumption) tax can be more distortionary than an income tax and that a revenue-neutral integration of corporate and personal taxation may lower social welfare. Moreover, we argue that a dividend tax dominates the R-base tax because it places its distortions on the financial rather than on the real side of the economy.",Peter Howitt and Hans-Werner Sinn,Peter Howitt,Hans-Werner Sinn,,,,,,,1
https://www.jstor.org/stable/1804778,The Efficiency of the Market for Single-Family Homes,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"The market for single-family homes does not appear to be efficient. Year-to-year changes in prices tend to be followed by changes in the same direction in the subsequent year. Moreover, information about real interest rates does not appear to be incorporated in prices. There is thus a profitable trading rule for persons who are free to time the purchase of their homes. Still, overall, individual housing price changes are not very forecastable.",Karl E. Case and Robert J. Shiller,Karl E. Case,Robert J. Shiller,,,,,,,1
https://www.jstor.org/stable/1804779,Determining the Impact of Federal Antidiscrimination Policy on the Economic Status of Blacks: A Study of South Carolina,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"This paper assesses the contribution of federal antidiscrimination policy to the dramatic improvement of black economic status in manufacturing that occurred in South Carolina in the mid-1960s. Using a unique data source for South Carolina on wages and employment by race, sex, and industry we evaluate competing explanations. Human capital stories, supply shift stories, and tight labor market stories do not account for the black breakthrough. Our study documents a significant contribution of federal antidiscrimination programs.",James J. Heckman and Brook S. Payner,James J. Heckman,Brook S. Payner,,,,,,,1
https://www.jstor.org/stable/1804780,Is the Test Score Decline Responsible for the Productivity Growth Decline?,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,"The test score decline between 1967 and 1980 was large (about 1.25 grade-level equivalents) and historically unprecedented. New estimates of trends in academic achievement, of the effect of academic achievement on productivity and of trends in the quality of the work force are developed. They imply that if test scores had continued to grow after 1967 at the rate that prevailed in the previous quarter century, labor quality would now be 2.9 percent higher and 1987 GNP $86 billion higher.",John H. Bishop,John H. Bishop,,,,,,,,1
https://www.jstor.org/stable/1804781,Price Discrimination by U.S. and German Exporters,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Michael M. Knetter,Michael M. Knetter,,,,,,,,1
https://www.jstor.org/stable/1804782,The Behavior of U.S. Tariff Rates,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Grant W. Gardner and Kent P. Kimbrough,Grant W. Gardner,Kent P. Kimbrough,,,,,,,1
https://www.jstor.org/stable/1804783,"Self-Interest, Agency Theory, and Political Voting Behavior: The Ratification of the United States Constitution","Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Robert A. McGuire and Robert L. Ohsfeldt,Robert A. McGuire,Robert L. Ohsfeldt,,,,,,,1
https://www.jstor.org/stable/1804784,Taxing to Control Social Costs: The Case of Alcohol,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Thomas F. Pogue and Larry G. Sgontz,Thomas F. Pogue,Larry G. Sgontz,,,,,,,1
https://www.jstor.org/stable/1804785,The Effects of Third-Degree Price Discrimination in Oligopoly,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Thomas J. Holmes,Thomas J. Holmes,,,,,,,,1
https://www.jstor.org/stable/1804786,"Technological Stagnation, Tenurial Laws, and Adverse Selection","Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Kaushik Basu,Kaushik Basu,,,,,,,,1
https://www.jstor.org/stable/1804787,On the Measurement and Trend of Inequality: A Reconsideration,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,"John P. Formby, Terry G. Seaks and W. James Smith",John P. Formby,Terry G. Seaks,W. James Smith,,,,,,1
https://www.jstor.org/stable/1804788,On the Measurement and Trend of Inequality: Reply,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Morton Paglin,Morton Paglin,,,,,,,,1
https://www.jstor.org/stable/1804789,Government Size and Economic Growth: A New Framework and Some Evidence from Cross-Section and Time-Series Data: Comment,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Jack L. Carr,Jack L. Carr,,,,,,,,1
https://www.jstor.org/stable/1804790,Government Size and Economic Growth: A New Framework and Some Evidence from Cross-Section and Time-Series Data: Comment,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,V. V. Bhanoji Rao,V. V. Bhanoji Rao,,,,,,,,1
https://www.jstor.org/stable/1804791,Government Size and Economic Growth: A New Framework and Some Evidence from Cross-Section and Time-Series Data: Reply,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Rati Ram,Rati Ram,,,,,,,,1
https://www.jstor.org/stable/1804792,Measures of Risk Aversion and Comparative Statics of Industry Equilibrium: Correction,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Yasunori Ishii,Yasunori Ishii,,,,,,,,1
https://www.jstor.org/stable/1804793,Accounting Rates of Return: Comment,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Willem Buijink and Marc Jegers,Willem Buijink,Marc Jegers,,,,,,,1
https://www.jstor.org/stable/1804794,Accounting Rates of Return: Reply,"Vol. 79, No. 1, Mar., 1989",Vol. 79,No. 1,Mar.,1989,,Gerald L. Salamon,Gerald L. Salamon,,,,,,,,1
https://www.jstor.org/stable/1807154,An Empirical Study of an Auction with Asymmetric Information,"Vol. 78, No. 5, Dec., 1988",Vol. 78,No. 5,Dec.,1988,"This paper examines federal auctions for drainage leases on the Outer Continental Shelf from 1959 to 1969. These are leases which are adjacent to tracts on which a deposit has been discovered. We find that the data suggest that neighbor firms are better informed about the value of a lease than non-neighbor firms, that neighbor firms coordinate their bidding decisions, and both types of firms bid strategically in accordance with the Bayesian-Nash equilibrium.",Kenneth Hendricks and Robert H. Porter,Kenneth Hendricks,Robert H. Porter,,,,,,,1
