Source URL,Title,Volume,Issue,Month,Year,Abstract,Authors1,Authors2,Authors3,Authors4,Authors5,Authors6,Authors7
https://doi.org/10.1111/j.1467-937X.2009.00578.x,Structural Vector Autoregressions: Theory of Identification and Algorithms for Inference,Volume 77,Issue 2,April,2010,"Structural vector autoregressions (SVARs) are widely used for policy analysis and to provide stylized facts for dynamic stochastic general equilibrium (DSGE) models; yet no workable rank conditions to ascertain whether an SVAR is globally identified have been established. Moreover, when nonlinear identifying restrictions are used, no efficient algorithms exist for small-sample estimation and inference. This paper makes four contributions towards filling these important gaps in the literature. First, we establish general rank conditions for global identification of both identified and exactly identified models. These rank conditions are sufficient for general identification and are necessary and sufficient for exact identification. Second, we show that these conditions can be easily implemented and that they apply to a wide class of identifying restrictions, including linear and certain nonlinear restrictions. Third, we show that the rank condition for exactly identified models amounts to a straightforward counting exercise. Fourth, we develop efficient algorithms for small-sample estimation and inference, especially for SVARs with nonlinear restrictions.",Juan F. Rubio-Ramírez,Daniel F. Waggoner,Tao Zha,,,,
https://doi.org/10.1111/j.1467-937X.2009.00585.x,From Pigou to Extended Liability: On the Optimal Taxation of Externalities Under Imperfect Financial Markets,Volume 77,Issue 2,April,2010,"Pigovian taxation of externalities has limited appeal if the tortfeaser has insufficient resources to pay the damage when it occurs. To defend Pigovian taxation in the presence of judgement-proof agents, its proponents point at the many institutions extending liability to third parties. Yet little is known about the validity of Pigou's analysis in this context. The paper analyses the costs and benefits of extended liability and investigates whether full internalization is called for in the presence of agency costs between potential tortfeasers and providers of guarantees. Its contribution is two-fold. It first shows that the better the firms' corporate governance and the stronger their balance sheet, the more closely taxes should track the corresponding externality. It then develops the first analysis of extended liability when guarantors themselves may be judgement-proof, and the extension of liability may give rise to further externalities. Relatedly, it derives the curvature of the optimal taxation of externalities in a multi-plant firm.",Jean Tirole,,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00582.x,The Gambler's and Hot-Hand Fallacies: Theory and Applications,Volume 77,Issue 2,April,2010,"We develop a model of the gambler's fallacy—the mistaken belief that random sequences should exhibit systematic reversals. We show that an individual who holds this belief and observes a sequence of signals can exaggerate the magnitude of changes in an underlying state but underestimate their duration. When the state is constant, and so signals are i.i.d., the individual can predict that long streaks of similar signals will continue—a hot-hand fallacy. When signals are serially correlated, the individual typically under-reacts to short streaks, over-reacts to longer ones, and under-reacts to very long ones. Our model has implications for a number of puzzles in finance, e.g. the active-fund and fund-flow puzzles, and the presence of momentum and reversal in asset returns.",Matthew Rabin,Dimitri Vayanos,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00583.x,Information Acquisition and Under-Diversification,Volume 77,Issue 2,April,2010,"If an investor wants to form a portfolio of risky assets and can exert effort to collect information on the future value of these assets before he invests, which assets should he learn about? The best assets to acquire information about are ones the investor expects to hold. But the assets the investor holds depend on the information he observes. We build a framework to solve jointly for investment and information choices, with general preferences and information cost functions. Although the optimal research strategies depend on preferences and costs, the main result is that the investor who can first collect information systematically deviates from holding a diversified portfolio. Information acquisition can rationalize investing in a diversified fund and a concentrated set of assets, an allocation often observed, but usually deemed anomalous.",Stijn Van Nieuwerburgh,Laura Veldkamp,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00584.x,"Politicians, Taxes and Debt",Volume 77,Issue 2,April,2010,"The standard analysis of the efficient management of income taxes and debt assumes a benevolent government and ignores potential distortions arising from rent-seeking politicians. This paper departs from this framework by assuming that a rent-seeking politician chooses policies. If the politician chooses extractive policies, citizens throw him out of power. We analyse the efficient sustainable equilibrium. Unlike in the standard economy, temporary economic shocks generate volatile and persistent changes in taxes along the equilibrium path. This serves to optimally limit rent-seeking by the politician and to optimally generate support for the politician from the citizens. Taxes resembling those of the benevolent government are very costly since the government over-saves and resources are wasted on rents. Political distortions thus cause the complete debt market to behave as if it were incomplete. However, in contrast to an incomplete market economy, in the long run, taxes do not converge to zero, and under some conditions, they resemble taxes under a benevolent government.",Pierre Yared,,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00587.x,Dynamic Mirrlees Taxation under Political Economy Constraints,Volume 77,Issue 3,July,2010,"We study the structure of non-linear taxes in a dynamic economy subject to political economy problems. In contrast to existing literature, taxes are set by a self-interested politician, without any commitment power, who is partly controlled by the citizens. We prove that: (1) a version of the revelation principle applies; and (2) the provision of incentives to politicians can be separated from the provision of incentives to individuals. Using these results, we provide conditions under which distortions created by political economy problems persist or disappear. We then extend these results to environments with partially benevolent governments and potential ex post conflict among the citizens.",Daron Acemoglu,Mikhail Golosov,Aleh Tsyvinski,,,,
https://doi.org/10.1111/j.1467-937X.2009.00594.x,Moderation in Groups: Evidence from Betting on Ice Break-ups in Alaska,Volume 77,Issue 3,July,2010,"We use a large sample of guessed ice break-up dates for the Tanana River in Alaska to study differences between outcomes of decisions made by individuals versus groups. We estimate the distribution of guesses conditional on whether they were made by individual bettors or betting pools. We document two major distinctions between the two sets of guesses: (1) the distribution of guesses made by groups of bettors appears to conform more to the distribution of historical break-up dates than the distribution of guesses made by individual bettors, and (2) the distribution for groups has less mass in its tails and displays lower variability than the distribution for individuals. We argue that these two pieces of evidence are consistent with the hypothesis that group decisions are more moderate, either because groups have to reach a compromise when their members disagree or because individuals with extreme opinions are less likely to be part of a group.",Renée Adams,Daniel Ferreira,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00596.x,Equilibrium Asset Prices and Investor Behaviour in the Presence of Money Illusion,Volume 77,Issue 3,July,2010,"This article analyses the implications of money illusion for investor behaviour and asset prices in a securities market economy with inflationary fluctuations. We provide a belief-based formulation of money illusion which accounts for the systematic mistakes in evaluating real and nominal quantities. The impact of money illusion on security prices and their dynamics is demonstrated to be considerable even though its welfare cost on investors is small in typical environments. A money-illusioned investor's real consumption is shown to generally depend on the price level, and specifically to decrease in the price level. A general-equilibrium analysis in the presence of money illusion generates implications that are consistent with several empirical regularities. In particular, the real bond yields and dividend price ratios are positively related to expected inflation, the real short rate is negatively correlated with realized inflation, and money illusion may induce predictability and excess volatility in stock returns. The basic analysis is generalized to incorporate heterogeneous investors with differing degrees of illusion.",Suleyman Basak,Hongjun Yan,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00597.x,Satisficing Contracts,Volume 77,Issue 3,July,2010,"We propose a model of equilibrium contracting between two agents who are “boundedly rational” in the sense that they face time costs of deliberating current and future transactions. We show that equilibrium contracts may be incomplete and assign control rights: they may leave some enforceable future transactions unspecified and instead specify which agent has the right to decide these transactions. Control rights allow the controlling agent to defer time-consuming deliberations on those transactions to a later date, making her less inclined to prolong negotiations over an initial incomplete contract. Still, agents tend to resolve conflicts up-front by writing more complete initial contracts. A more complete contract can take the form of either a finer adaptation to future contingencies, or greater coarseness. Either way, conflicts among contracting agents tend to result in excessively complete contracts in the sense that the maximization of joint payoffs would result in less complete contracts.",Patrick Bolton,Antoine Faure-Grimaud,,,,,
https://doi.org/10.1111/j.1467-937X.2010.598.x,"Interfirm Mobility, Wages and the Returns to Seniority and Experience in the United States",Volume 77,Issue 3,July,2010,"In this paper, we expand on the seminal work of Altonji and Shakotko (1987) and Topel (1991) and reinvestigate the returns to seniority in the United States. We begin with the same wage equation as in previous studies. We extend the model of Hyslop (1999) and explicitly model the participation/employment and inter-firm mobility decisions, which, in turn, define the individual's experience and seniority. We introduce into the wage equation a summary of the workers' entire career path. The three-equation system is estimated simultaneously using data from the Panel Study of Income Dynamics (PSID). We find that for each of the three education groups studied the returns to seniority are larger than those previously found in the literature.",Moshe Buchinsky,Denis Fougère,Francis Kramarz,Rusty Tchernis,,,
https://doi.org/10.1111/j.1467-937X.2009.00593.x,Partial Identification of the Distribution of Treatment Effects in Switching Regime Models and its Confidence Sets,Volume 77,Issue 3,July,2010,"In this paper, we establish sharp bounds on the joint distribution of potential outcomes and the distribution of treatment effects in parametric switching regime models with normal mean-variance mixture errors and in the semi-parametric switching regime models of Heckman (1990). Our results for parametric switching regime models with normal mean-variance mixture errors extend some existing results for the Gaussian switching regime model and our results for semi-parametric switching regime models supplement the point identification results of Heckman (1990). Compared with the corresponding sharp bounds when selection is random, we observe that self-selection tightens the bounds on the joint distribution of the potential outcomes and the distribution of treatment effects. These bounds depend on the identified model parameters only and can be easily estimated once the identified model parameters are estimated. The important issue of inference is briefly discussed.",Yanqin Fan,Jisong Wu,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00592.x,Ramsey Tax Cycles,Volume 77,Issue 3,July,2010,"This paper asks whether tax cycles or tax smoothing represents the optimal policy in models without any extrinsic uncertainty. To answer this question, I develop a general framework for studying tax cycles in a large class of models that feature various types of frictions. This framework adds various wedges, resembling tax wedges, to the labour market, to the product market, and to money acquisition into an otherwise frictionless economy, so that it nests a large class of models used for policy analysis. I derive a criterion for this general framework that indicates when cycles are welfare-improving in a frictionless economy, and why frictions make cycles more likely to be optimal. I then calibrate two models with frictions, a labour search model and a monetary model, and show that cycles are welfare-improving under standard preferences.",Marcus Hagedorn,,,,,,
https://doi.org/10.1111/j.1467-937X.2009.591.x,Strategic Communication Networks,Volume 77,Issue 3,July,2010,"We consider situations in which every agent would like to take an action that is coordinated with those of others, as well as close to a common state of nature, with the ideal proximity to that state varying across agents. Before this coordination game is played, agents decide to whom they reveal their private information about the state. The information transmission occurring in the cheap-talk communication stage is characterized by a strategic communication network whose links represent truthful information transmission. In equilibrium, whether communication takes place between two agents depends not only on the conflict of interest between these agents, but also on the number and preferences of the other agents with whom they communicate. In particular, communication to a large group of recipients may be feasible even though communication to a small subset of that group may not be. We show that agents who are more central in terms of preference tend to communicate more and to have a greater impact on decisions.",Jeanne Hagenbach,Frédéric Koessler,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00600.x,"Labour Market Rigidities, Trade and Unemployment",Volume 77,Issue 3,July,2010,"We study a two-country, two-sector model of international trade in which one sector produces homogeneous products and the other produces differentiated products. Both sectors are subjected to search and matching frictions in the labour market and wage bargaining. As a result, some of the workers searching for jobs end up being unemployed. Countries are similar except for frictions in their labour markets, such as efficiency of matching and costs of posting vacancies, which can vary across the sectors. The differentiated-product industry has firm heterogeneity and monopolistic competition. We study the interaction of labour market rigidities and trade impediments in shaping welfare, trade flows, productivity, and unemployment. We show that both countries gain from trade. A country with relatively lower frictions in the differentiated-product industry exports differentiated products on net. A country benefits from lowering frictions in its differentiated sector's labour market, but this harms the country's trade partner. Alternatively, a simultaneous, proportional lowering of labour market frictions in the differentiated sectors of both countries benefits both of them. The opening to trade raises a country's rate of unemployment if its relative labour market frictions in the differentiated sector are low, and it reduces the rate of unemployment if its relative labour market frictions in the differentiated sector are high. Cross-country differences in rates of unemployment exhibit rich patterns. In particular, lower labour market frictions do not ensure lower unemployment, and unemployment and welfare can both rise in response to falling labour market frictions and falling trade costs.",Elhanan Helpman,Oleg Itskhoki,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00599.x,Interdependent Durations,Volume 77,Issue 3,July,2010,"This paper studies the identification of a simultaneous equation model involving duration measures. It proposes a game theoretic model in which durations are determined by strategic agents. In the absence of strategic motives, the model delivers a version of the generalized accelerated failure time model. In its most general form, the system resembles a classical simultaneous equation model in which endogenous variables interact with observable and unobservable exogenous components to characterize an economic environment. In this paper, the endogenous variables are the individually chosen equilibrium durations. Even though a unique solution to the game is not always attainable in this context, the structural elements of the economic system are shown to be semi-parametrically identified. We also present a brief discussion of estimation ideas and a set of simulation studies on the model.",Bo E. Honor,Áureo De Paula,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00588.x,Effects of Free Choice Among Public Schools,Volume 77,Issue 3,July,2010,"In this paper, I investigate the impact of a programme in Tel-Aviv, Israel, that terminated an existing inter-district busing integration programme and allowed students free choice among public schools. The identification is based on difference-in-differences and regression discontinuity designs that yield various alternative comparison groups drawn from untreated tangent neighbourhoods and adjacent cities. Across identification methods and comparison groups, the results consistently suggest that choice significantly reduces the drop-out rate and increases the cognitive achievements of high-school students. It also improves behavioural outcomes such as teacher-student relationships and students' social acclimation and satisfaction at school, and reduces the level of violence and classroom disruption.",Victor Lavy,,,,,,
https://doi.org/10.1111/j.1467-937X.2009.589.x,Accounting for Incomplete Pass-Through,Volume 77,Issue 3,July,2010,"Recent theoretical work has suggested a number of potentially important factors in causing incomplete pass-through of exchange rates to prices, including markup adjustment, local costs and barriers to price adjustment. We empirically analyse the determinants of incomplete pass-through in the coffee industry. The observed pass-through in this industry replicates key features of pass-through documented in aggregate data: prices respond sluggishly and incompletely to changes in costs. We use microdata on sales and prices to uncover the role of markup adjustment, local costs and barriers to price adjustment in determining incomplete pass-through using a structural oligopoly model that nests all three potential factors. The implied pricing model explains the main dynamic features of short and long-run pass-through. Local costs reduce long-run pass-through (after six quarters) by 59% relative to a Constant Elasticity of Substitution benchmark. Markup adjustment reduces pass-through by an additional 33%, where the extent of markup adjustment depends on the estimated “super-elasticity” of demand. The estimated menu costs are small (0.23% of revenue) and have a negligible effect on long-run pass-through but are quantitatively successful in explaining the delayed response of prices to costs. We find that delayed pass-through in the coffee industry occurs almost entirely at the wholesale rather than the retail level.",Emi Nakamura,Dawit Zerom,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00607.x,Estimating Intertemporal Allocation Parameters using Synthetic Residual Estimation,Volume 77,Issue 4,October,2010,"We present a novel structural estimation procedure for models of intertemporal allocation. This is based on modelling expectations errors directly; we refer to it as synthetic residual estimation (SRE). The flexibility of SRE allows us to account for measurement error in consumption and for heterogeneity in intertemporal allocation parameters. An investigation of the small sample properties of the SRE estimator indicates that it dominates generalized method of moments (GMM) estimation of both exact and approximate Euler equations in the case when we have short panels and noisy consumption data. We apply SRE to two panels drawn from the Panel Study of Income Dynamics (PSID) and estimate the joint distribution of the discount factor and the elasticity of intertemporal substitution. We reject strongly homogeneity of the discount factor and the elasticity of intertemporal substitution. We find that, on average, the more educated are more patient and less willing to substitute intertemporally than the less educated. Within education strata, patience and willingness to substitute are positively correlated.",Sule Alan,Martin Browning,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00609.x,Missing Women: Age and Disease,Volume 77,Issue 4,October,2010,"Relative to developed countries and some parts of the developing world, most notably sub-Saharan Africa, there are far fewer women than men in India and China. It has been argued that as many as a 100 million women could be missing. The possibility of gender bias at birth and the mistreatment of young girls are widely regarded as key explanations. We provide a decomposition of these missing women by age and cause of death. While we do not dispute the existence of severe gender bias at young ages, our computations yield some striking new findings: (1) the vast majority of missing women in India and a significant proportion of those in China are of adult age; (2) as a proportion of the total female population, the number of missing women is largest in sub-Saharan Africa, and the absolute numbers are comparable to those for India and China; (3) almost all the missing women stem from disease-by-disease comparisons and not from the changing composition of disease, as described by the epidemiological transition. Finally, using historical data, we argue that a comparable proportion of women was missing at the start of the 20th century in the United States, just as they are in India, China, and sub-Saharan Africa today.",Siwan Anderson,Debraj Ray,,,,,
https://doi.org/10.1111/j.1467-937X.2009.00601.x,Can Gender Parity Break the Glass Ceiling? Evidence from a Repeated Randomized Experiment,Volume 77,Issue 4,October,2010,"This paper studies whether the gender composition of recruiting committees matters. We make use of the unique evidence provided by Spanish public examinations, where the allocation of candidates to evaluating committees is random. We analyse how the chances of success of 150,000 female and male candidates for positions in the four main Corps of the Spanish Judiciary from 1987 to 2007 were affected by the gender composition of their evaluation committee. We find that a female (male) candidate is significantly less likely to be hired whenever she (he) is randomly assigned to a committee where the share of female (male) evaluators is relatively greater. Evidence from multiple choice tests suggests that this is due to the fact that female majority committees overestimate the quality of male candidates.",Manuel F. Bagues,Berta Esteve-Volart,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00606.x,"Political Competition, Policy and Growth: Theory and Evidence from the US",Volume 77,Issue 4,October,2010,"This paper develops a simple model to analyse how a lack of political competition may lead to policies that hinder economic growth. We test the predictions of the model on panel data for the US states. In these data, we find robust evidence that lack of political competition in a state is associated with anti-growth policies: higher taxes, lower capital spending, and a reduced likelihood of using rightto- work laws. We also document a strong link between low political competition and low income growth.",Timothy Besley,Torsten Persson,Daniel M. Sturm,,,,
https://doi.org/10.1111/j.1467-937X.2010.00612.x,Modelling Income Processes with Lots of Heterogeneity,Volume 77,Issue 4,October,2010,"We model earnings processes allowing for lots of heterogeneity across agents. We also introduce an extension to the linear ARMA model which allows the initial convergence in the long run to be different from that implied by the conventional ARMA model. This is particularly important for unit root tests, which are actually tests of a composite of two independent hypotheses. We fit to a variety of statistics including most of those considered by previous investigators. We use a sample drawn from the Panel Study of Income Dynamics (PSID), and focus on white males with a high-school degree. Despite this observable homogeneity, we find more latent heterogeneity than previous investigators. We show that allowance for heterogeneity makes substantial differences to estimates of model parameters and to outcomes of interest. Additionally, we find strong evidence against the hypothesis that any worker has a unit root.",Martin Browning,Mette Ejrnæs,Javier Alvarez,,,,
https://doi.org/10.1111/j.1467-937X.2010.00604.x,Habits Revealed,Volume 77,Issue 4,October,2010,"This paper sets out necessary and sufficient empirical conditions for rational intrinsic habits models in the revealed preference tradition of Samuelson (1948), Houthakker (1950), Afriat (1967), and Browning (1989). The conditions in the paper are shown to be computationally straightforward and to yield set identification for certain features of the model. The ideas outlined are applied to a microeconomic panel dataset. The addition of habit formation to the discounted utility model is shown to improve the rationalizability of the microdata considerably. Even if habit formation is rejected, it is shown that modest and plausible allowance for heterogeneity in prices and interest rates is sufficient to bring consumption behaviour into line with the theory.",Ian Crawford,,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00605.x,Exploring Higher Order Risk Effects,Volume 77,Issue 4,October,2010,"Precautionary saving has been linked to the property of prudence, and the property of temperance has been used to show how the presence of an unavoidable risk affects one's behaviour towards a second risk. These two higher order risk effects also play key roles in aversion to negative skewness and to kurtosis, respectively. This article presents a laboratory experiment to determine whether subjects are prudent and/or temperate. The experiment is based upon preferences over lottery pairs in simple 50–50 gambles. Subjects are asked in which of two states of nature they would prefer to receive a zero-mean gamble. For prudence, the choices are between a lower and higher wealth outcome. For temperance, the choices are between a state with no other risk and a state with a second (independent) risk. The results show behavioural evidence for prudence, but they also show evidence of intemperate behaviour. Implications of these results for both expected-utility and non-expected-utility models are examined.",Cary Deck,Harris Schlesinger,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00610.x,How Important Is Human Capital? A Quantitative Theory Assessment of World Income Inequality,Volume 77,Issue 4,October,2010,"We build a model of heterogeneous individuals—who make investments in schooling quantity and quality—to quantify the importance of differences in human capital vs. total factor productivity (TFP) in explaining the variation in per capita income across countries. The production of human capital requires expenditures and time inputs; the relative importance of these inputs determines the predictions of the theory for inequality both within and across countries. We discipline our quantitative assessment with a calibration firmly grounded on US micro evidence. Since in our calibrated model economy human capital production requires a significant amount of expenditures, TFP changes affect disproportionately the benefits and costs of human capital accumulation. Our main finding is that human capital accumulation strongly amplifies TFP differences across countries: to explain a 20-fold difference in the output per worker, the model requires a 5-fold difference in the TFP of the tradable sector, vs. an 18-fold difference if human capital is fixed across countries.",Andrés Erosa,Tatyana Koreshkova,Diego Restuccia,,,,
https://doi.org/10.1111/j.1467-937X.2010.00602.x,The Long and Short (of) Quality Ladders,Volume 77,Issue 4,October,2010,"Prices are typically used as proxies for countries' export quality. I relax this strong assumption by exploiting both price and quantity information to estimate the quality of products exported to the United States. Higher quality is assigned to products with higher market shares conditional on price. The estimated qualities reveal substantial heterogeneity in product markets' scope for quality differentiation, or their “quality ladders”. I use this variation to explain the heterogeneous impact of low-wage competition on US manufacturing employment and output. Markets characterized by relatively short quality ladders are associated with larger employment and output declines resulting from low-wage competition.",Amit Khandelwal,,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00700.x,Labour-Market Matching with Precautionary Savings and Aggregate Fluctuations,Volume 77,Issue 4,October,2010,"We analyse a Bewley-Huggett-Aiyagari incomplete-markets model with labour-market frictions. Consumers are subject to idiosyncratic employment shocks against which they cannot insure directly. The labour market has a Diamond-Mortensen-Pissarides structure: firms enter by posting vacancies and match with workers bilaterally, with match probabilities given by an aggregate matching function. Wages are determined through Nash bargaining. We also consider aggregate productivity shocks and a complete set of contingent claims conditional on this risk. We use the model to evaluate a tax-financed unemployment insurance scheme. Higher insurance is beneficial for consumption smoothing, but because it raises workers' outside option value, it discourages firm entry. We find that the latter effect is more potent for welfare outcomes; we tabulate the effects quantitatively for different kinds of consumers. We also demonstrate that productivity changes in the model—in steady state as well as stochastic ones—generate rather limited unemployment effects, unless workers are close to indifferent between working and not working; thus, recent findings are corroborated in our more general setting.",Per Krusell,Toshihiko Mukoyama,Ayşegül Şahin,,,,
https://doi.org/10.1111/j.1467-937X.2010.00603.x,Efficient Estimation of the Parameter Path in Unstable Time Series Models,Volume 77,Issue 4,October,2010,"The paper investigates inference in non-linear and non-Gaussian models with moderately time-varying parameters. We show that for many decision problems, the sample information about the parameter path can be summarized by an artificial linear and Gaussian model, at least asymptotically. The approximation allows for computationally convenient path estimators and parameter stability tests. Also, in contrast to standard Bayesian techniques, the artificial model can be robustified so that in misspecified models, decisions about the path of the (pseudo-true) parameter remain as good as in a corresponding correctly specified model.",Ulrich K. Müller,Philippe-Emmanuel. Petalas,,,,,
https://doi.org/10.1111/j.1467-937X.2010.00608.x,Choosing the Carrot or the Stick? Endogenous Institutional Choice in Social Dilemma Situations,Volume 77,Issue 4,October,2010,"We analyse an experimental public goods game in which group members can endogenously determine whether they want to supplement a standard voluntary contribution mechanism with the possibility of rewarding or punishing other group members. We find a significantly positive effect of endogenous institutional choice on the level of cooperation in comparison to the same exogenously implemented institutions. This suggests that participation rights enhance cooperation in groups. With endogenous choice, groups typically vote for the reward option, although punishment is even more effective in sustaining high levels of cooperation. Our results are evaluated against the predictions of social preference models.",Matthias Sutter,Stefan Haigner,Martin G. Kocher,,,,
https://doi.org/10.1111/j.1467-937X.2010.00611.x,Why Has House Price Dispersion Gone Up?,Volume 77,Issue 4,October,2010,"We set up and solve a spatial, dynamic equilibrium model of the housing market based on two main assumptions: households with heterogenous abilities flow in and out metropolitan areas in response to local wage shocks, and the housing supply cannot adjust instantly because of regulatory constraints. In our equilibrium, house prices compensate for cross-sectional productivity differences. We increase productivity dispersion in the calibrated model in order to match the 30-year increase in cross-sectional wage dispersion that we document based on metropolitan-level data. We show that the model quantitatively matches the observed 30-year increase in dispersion of house prices across US metropolitan areas. It is consistent with several other features of the cross-sectional distribution of house prices and wages.",Stijn Van Nieuwerburgh,Pierre-Olivier Weill,,,,,
https://doi.org/10.1093/restud/rdq023,On the Justice of Decision Rules,Volume 78,Issue 1,January,2011,"Which decision rules are the most efficient? Which are the best in terms of maximin or maximax? We study these questions for the case of a group of individuals faced with a collective choice from a set of alternatives. A key message from our results is that the set of optimal decision rules is well defined, particularly simple, and well known: the class of scoring rules. We provide the optimal scoring rules for the three different ideals of justice under consideration: utilitarianism (efficiency), maximin, and maximax. The optimal utilitarian scoring rule depends crucially on the probability distribution of the utilities. The optimal maximin (respectively maximax) scoring rule takes the optimal utilitarian scoring rule and applies a factor that shifts it towards negative voting (respectively plurality voting).",Jose Apesteguia,Miguel A. Ballester,Rosa Ferrer,,,,
https://doi.org/10.1093/restud/rdq022,On the Faustian Dynamics of Policy and Political Power,Volume 78,Issue 1,January,2011,"This paper examines the Faustian dynamics of policy and power. We posit a general class of dynamic games in which current policies affect the future distribution of political power, resulting in the following “Faustian trade-off”: if the current ruler chooses his preferred policy, he then sacrifices future political power; yet if he wants to preserve his future power, he must sacrifice his present policy objectives. The trade-off comes from the fact that the current political ruler/pivotal voter cannot uncouple the direct effect of his policy from its indirect effect on future power. A policy-endogenous (PE) equilibrium describes this endogenous transfer of power and the resulting evolution of policy and political power over time. We show that the Faustian trade-off in a PE equilibrium is decomposed into two basic rationales. The political preservation effect induces more tempered policy choices than if one's policy choice did not affect one's political fortunes. However, the reformation effect induces “more aggressive” policies in order to exploit the productivity gains from policies chosen by even more aggressive successors. We distinguish between political systems that give rise to monotone Faustian dynamics—political power that progressively evolves towards more fiscally liberal types of leaders—and cyclical Faustian dynamics—political power that oscillates between liberal and conservative types of leaders. In each case, we show that the Faustian trade-off moderates the choices of each type of leader.",Jinhui H. Bai,Roger Lagunoff,,,,,
https://doi.org/10.1093/restud/rdq015,Globalization and Risk Sharing,Volume 78,Issue 1,January,2011,"We study the effects of globalization on risk sharing and welfare. Like the previous literature, we assume that governments cannot commit to enforce the repayment of debts owed by their citizens. Unlike the previous literature, we assume that governments cannot discriminate between domestic and foreign creditors when enforcing debt payments. This creates novel interactions between domestic and international trade in assets. (i) Increases in domestic trade raise the benefits of enforcement and facilitate international trade. In fact, in our set-up, countries can obtain international risk sharing even in the absence of default penalties. (ii) Increases in foreign trade raise the costs of enforcement and hamper domestic trade. As a result, globalization may worsen domestic risk sharing and lower welfare. We show how these effects depend on various characteristics of tradable goods and explore the roles of borrowing limits, debt renegotiations, and trade policy.",Fernando Broner,Jaume Ventura,,,,,
https://doi.org/10.1093/restud/rdq007,Dynamic Price Competition with Network Effects,Volume 78,Issue 1,January,2011,"I consider a dynamic model of competition between two proprietary networks. Consumers die and are replaced with a constant hazard rate, and firms compete for new consumers to join their network by offering network entry prices. I derive a series of results pertaining to (a) existence and uniqueness of symmetric equilibria, (b) monotonicity of the pricing function (e.g. larger networks set higher prices), (c) network size dynamics (increasing dominance vs. reversion to the mean), and (d) firm value (how it varies with network effects). Finally, I apply my general framework to the study of termination charges in wireless telecommunications. I consider various forms of regulation and examine their impact on firm profits and market share dynamics.",Luís Cabral,,,,,,
https://doi.org/10.1093/restud/rdq001,Semiparametric Estimation of First-Price Auctions with Risk-Averse Bidders,Volume 78,Issue 1,January,2011,"In view of the non-identification of the first-price auction model with risk-averse bidders, this paper proposes some parametric identifying restrictions and a semiparametric estimator for the risk aversion parameter(s) and the latent distribution of private values. Specifically, we exploit heterogeneity across auctioned objects to establish semiparametric identification under a conditional quantile restriction of the bidders' private value distribution and a parameterization of the bidders' utility function. We develop a multistep semiparametric method and we show that our semiparametric estimator of the utility function parameter(s) converges at the optimal rate, which is slower than the parametric one but independent of the dimension of the exogenous variables thereby avoiding the curse of dimensionality. We then consider various extensions including a binding reserve price, affiliation among private values, and asymmetric bidders. The method is illustrated on U.S. Forest Service timber sales, and bidders' risk neutrality is rejected.",Sandra Campo,Emmanuel Guerre,Isabelle Perrigne,Quang Vuong,,,
https://doi.org/10.1093/restud/rdq002,Adverse Selection and Convertible Bonds,Volume 78,Issue 1,January,2011,"Informational asymmetries between a firm and investors may lead to adverse selection in capital markets. This paper demonstrates that when the market obtains noisy information about a firm over time, this adverse selection problem can be costlessly solved by issuing callable convertible bonds with restrictive call provisions. Such securities can be designed to make the payoff to new claimholders independent of the private information of the manager. This eliminates the possibility of any dilution of equity or underinvestment and implements the symmetric information outcome in either a pooling or a separating equilibrium. The same first-best efficient outcome can also be implemented by issuing floating-price and mandatory convertibles.",Archishman Chakraborty,Bilge Yilmaz,,,,,
https://doi.org/10.1093/restud/rdq018,The Revealed Preference Approach to Collective Consumption Behaviour: Testing and Sharing Rule Recovery,Volume 78,Issue 1,January,2011,"We present a revealed preference methodology for empirically analysing collective consumption behaviour. First, we introduce an integer programming (IP) methodology for testing data consistency with collective consumption models that account for publicly as well as privately consumed goods. This IP methodology can include information on “assignable quantities” for private goods. Next, we show that the IP methodology allows for recovering the personalized (Lindahl) prices for the public goods and the personalized quantities for the private goods. In turn, this implies recovery of the sharing rule (i.e. personalized income share levels). An empirical application demonstrates the practical usefulness of the methodology.",Laurens Cherchye,Bram De Rock,Frederic Vermeulen,,,,
