,Unnamed: 0,Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
1573,1573,https://www.jstor.org/stable/2006628,Report of the Committee on the Status of Minority Groups in the Economics Profession,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,Ronald L. Oaxaca,,,,,,,,0
1574,1574,https://www.jstor.org/stable/2006629,Report of the Committee on the Status of Women in the Economics Profession,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,Nancy M. Gordon,,,,,,,,0
1575,1575,https://www.jstor.org/stable/2006630,Report of the Committee on U.S.-China Exchanges in Economics,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,Gregory C. Chow,,,,,,,,0
1576,1576,https://www.jstor.org/stable/2006631,Report of the Ad Hoc Committee on the Journal of Economic Perspectives,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,William J. Baumol,,,,,,,,0
1577,1577,https://www.jstor.org/stable/2006632,Report of the Representative to the National Bureau of Economic Research,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,David Kendrick,,,,,,,,0
1578,1578,https://www.jstor.org/stable/2006633,Report of the Representative to the American Association for the Advancement of Science,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,Adam Rose,,,,,,,,0
1579,1579,https://www.jstor.org/stable/2006634,Policy and Advisory Board of the Economics Institute,"Vol. 80, No. 2, May, 1990",Vol. 80,No. 2,May,1990,,Edwin S. Mills,,,,,,,,0
1580,1580,https://www.jstor.org/stable/2006730,The Future of the Income Tax,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Joseph A. Pechman,,,,,,,,0
1581,1581,https://www.jstor.org/stable/2006731,Equilibrium Political Budget Cycles,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Kenneth Rogoff,,,,,,,,0
1582,1582,https://www.jstor.org/stable/2006732,Voting on the Budget Deficit,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Guido Tabellini,Alberto Alesina,,,,,,,0
1583,1583,https://www.jstor.org/stable/2006733,Arming as a Strategic Investment in a Cooperative Equilibrium,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Michelle R. Garfinkel,,,,,,,,0
1584,1584,https://www.jstor.org/stable/2006734,Stackelberg and Marshall,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Arthur J. Robson,,,,,,,,0
1585,1585,https://www.jstor.org/stable/2006735,Quality vs. Quantity in Military Procurement,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,William P. Rogerson,,,,,,,,0
1586,1586,https://www.jstor.org/stable/2006736,A Theory of Predation Based on Agency Problems in Financial Contracting,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Patrick Bolton,David S. Scharfstein,,,,,,,0
1587,1587,https://www.jstor.org/stable/2006737,Horizontal Mergers: An Equilibrium Analysis,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Joseph Farrell,Carl Shapiro,,,,,,,0
1588,1588,https://www.jstor.org/stable/2006738,Equilibrium Vertical Foreclosure,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Janusz A. Ordover,Garth Saloner,Steven C. Salop,,,,,,0
1589,1589,https://www.jstor.org/stable/2006739,Disadvantageous Oil Tariffs and Dynamic Consistency,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Eric Maskin,David Newbery,,,,,,,0
1590,1590,https://www.jstor.org/stable/2006740,On the Treatment of Anticipated Shocks in Models of Optimal Control with Rational Expectations: An Economic Interpretation,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Leonardo Auernheimer,Gabriel A. Lozada,,,,,,,0
1591,1591,https://www.jstor.org/stable/2006741,Inventories and the Propagation of Sectoral Shocks,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Russell Cooper,John Haltiwanger,,,,,,,0
1592,1592,https://www.jstor.org/stable/2006742,Did the Federal Trade Commission's Advertising Substantiation Program Promote More Credible Advertising?,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Raymond D. Sauer,Keith B. Leffler,,,,,,,0
1593,1593,https://www.jstor.org/stable/2006743,The Causes of Preference Reversal,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Amos Tversky,Paul Slovic,Daniel Kahneman,,,,,,0
1594,1594,https://www.jstor.org/stable/2006744,Selection Criteria in Coordination Games: Some Experimental Results,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Russell W. Cooper,Douglas V. DeJong,Robert Forsythe,Thomas W. Ross,,,,,0
1595,1595,https://www.jstor.org/stable/2006745,"Tacit Coordination Games, Strategic Uncertainty, and Coordination Failure","Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,John B. Van Huyck,Raymond C. Battalio,Richard O. Beil,,,,,,0
1596,1596,https://www.jstor.org/stable/2006746,Collusion Through Insurance: Sharing the Cost of Oil Spill Cleanups,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Eddie Dekel,Suzanne Scotchmer,,,,,,,0
1597,1597,https://www.jstor.org/stable/2006747,Progressive Taxation and Equal Sacrifice,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,H. Peyton Young,,,,,,,,0
1598,1598,https://www.jstor.org/stable/2006748,Job Accessibility and Racial Differences in Youth Employment Rates,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Keith R. Ihlanfeldt,David L. Sjoquist,,,,,,,0
1599,1599,https://www.jstor.org/stable/2006749,Sex Discrimination in Labor Markets: The Role of Statistical Evidence: Comment,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Debra A. Barbezat,James W. Hughes,,,,,,,0
1600,1600,https://www.jstor.org/stable/2006750,Sex Discrimination in Labor Markets: The Role of Statistical Evidence: Comment,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,William E. Even,,,,,,,,0
1601,1601,https://www.jstor.org/stable/2006751,Sex Discrimination in Labor Markets: The Role of Statistical Evidence: Reply,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Peter J. Kuhn,,,,,,,,0
1602,1602,https://www.jstor.org/stable/2006752,Self-Selection and the Earnings of Immigrants: Comment,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,Guillermina Jasso,Mark R. Rosenzweig,,,,,,,0
1603,1603,https://www.jstor.org/stable/2006753,Self-Selection and the Earnings of Immigrants: Reply,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,George J. Borjas,,,,,,,,0
1604,1604,https://www.jstor.org/stable/2006754,The Effects of Fiscal Policies When Incomes are Uncertain: A Contradiction to Ricardian Equivalence: Comment,"Vol. 80, No. 1, Mar., 1990",Vol. 80,No. 1,Mar.,1990,,William A. Bomberger,,,,,,,,0
1605,1605,https://www.jstor.org/stable/1914347,The Pretence of Knowledge,"Vol. 79, No. 6, Dec., 1989",Vol. 79,No. 6,Dec.,1989,,Friedrich August von Hayek,,,,,,,,0
1606,1606,https://www.jstor.org/stable/1914348,The Equality Issue in World Development,"Vol. 79, No. 6, Dec., 1989",Vol. 79,No. 6,Dec.,1989,,Gunnar Myrdal,,,,,,,,0
1607,1607,https://www.jstor.org/stable/1914349,"Mathematics in Economics: Achievements, Difficulties, Perspectives","Vol. 79, No. 6, Dec., 1989",Vol. 79,No. 6,Dec.,1989,,Leonid V. Kantorovich,,,,,,,,0
1608,1608,https://www.jstor.org/stable/1831431,Real Effects of Academic Research,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Adam B. Jaffe,,,,,,,,0
1609,1609,https://www.jstor.org/stable/1831432,Why Do Wages Increase with Tenure? On-the-Job Training and Life-Cycle Wage Growth Observed within Firms,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,James N. Brown,,,,,,,,0
1610,1610,https://www.jstor.org/stable/1831433,How to Carve a Medical Degree: Human Capital Assets in Divorce Settlements,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Severin Borenstein,Paul N. Courant,,,,,,,0
1611,1611,https://www.jstor.org/stable/1831434,OECD Comparative Economic Growth 1950-85: Catch-Up and Convergence,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Steve Dowrick,Duc-Tho Nguyen,,,,,,,0
1612,1612,https://www.jstor.org/stable/1831435,The Dynastic Cycle and the Stationary State,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Dan Usher,,,,,,,,0
1613,1613,https://www.jstor.org/stable/1831436,The Effects of Capital Income Taxation on International Competitiveness and Trade Flows,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,A. Lans Bovenberg,,,,,,,,0
1614,1614,https://www.jstor.org/stable/1831437,Import Competition and the Stock Market Return to Capital,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Gene M. Grossman,James A. Levinsohn,,,,,,,0
1615,1615,https://www.jstor.org/stable/1831438,Consumption and Capital Market Imperfections: An International Comparison,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Tullio Jappelli,Marco Pagano,,,,,,,0
1616,1616,https://www.jstor.org/stable/1831439,Monetary Policy in the United States Under Flexible Exchange Rates,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,David H. Papell,,,,,,,,0
1617,1617,https://www.jstor.org/stable/1831440,On the Relation between Reschedulings and Bank Value,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Ṣule Özler,,,,,,,,0
1618,1618,https://www.jstor.org/stable/1831441,Why Don't the Prices of Stocks and Bonds Move Together?,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Robert B. Barsky,,,,,,,,0
1619,1619,https://www.jstor.org/stable/1831442,A Traditional Interpretation of Macroeconomic Fluctuations,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Olivier Jean Blanchard,,,,,,,,0
1620,1620,https://www.jstor.org/stable/1831443,Desirability of Compatibility in the Absence of Network Externalities,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Nicholas Economides,,,,,,,,0
1621,1621,https://www.jstor.org/stable/1831444,Social Security as Trade among Living Generations,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Ingemar Hansson,Charles Stuart,,,,,,,0
1622,1622,https://www.jstor.org/stable/1831445,On the Optimal Tax Base for Commodity Taxation,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,John Douglas Wilson,,,,,,,,0
1623,1623,https://www.jstor.org/stable/1831446,Politics and the Choice of Durability,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Amihai Glazer,,,,,,,,0
1624,1624,https://www.jstor.org/stable/1831447,Cheap Talk with Two Audiences,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Joseph Farrell,Robert Gibbons,,,,,,,0
1625,1625,https://www.jstor.org/stable/1831448,The Compliance Cost of Itemizing Deductions: Evidence from Individual Tax Returns,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Mark M. Pitt,Joel Slemrod,,,,,,,0
1626,1626,https://www.jstor.org/stable/1831449,The Net Benefits of Incentive-Based Regulation: A Case Study of Environmental Standard Setting,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Wallace E. Oates,Paul R. Portney,Albert M. McGartl,,,,,,0
1627,1627,https://www.jstor.org/stable/1831450,The S-Shaped Value Function as a Constrained Optimum,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Daniel Friedman,,,,,,,,0
1628,1628,https://www.jstor.org/stable/1831451,Bidding for Firms,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Dan A. Black,William H. Hoyt,,,,,,,0
1629,1629,https://www.jstor.org/stable/1831452,"Does the Basketball Market Believe in the `Hot Hand,'?","Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Colin F. Camerer,,,,,,,,0
1630,1630,https://www.jstor.org/stable/1831453,"Simon Kuznets' ""Sectoral Shares in Labor Force"": A Different Explanation of His (I + S)/A Ratio","Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Günther Schmitt,,,,,,,,0
1631,1631,https://www.jstor.org/stable/1831454,The Endowment Effect and Evidence of Nonreversible Indifference Curves,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Jack L. Knetsch,,,,,,,,0
1632,1632,https://www.jstor.org/stable/1831455,Diamonds Are a Government's Best Friend: Burden-Free Taxes on Goods Valued for Their Values: Comment,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Richard Dusansky,,,,,,,,0
1633,1633,https://www.jstor.org/stable/1831456,Diamonds Are a Government's Best Friend: Burden-Free Taxes on Goods Valued for Their Values: Reply,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Yew-Kwang Ng,,,,,,,,0
1634,1634,https://www.jstor.org/stable/1831457,Voluntary Donations and Public Expenditures in a Federalist System: Comment and Extension,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Robert McClell,,,,,,,,0
1635,1635,https://www.jstor.org/stable/1831458,On the Organization of Rural Markets and the Process of Economic Development: Comment,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Ngo Van Long,,,,,,,,0
1636,1636,https://www.jstor.org/stable/1831459,On the Organization of Rural Markets and the Process of Economic Development: Reply,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Allan Drazen,Zvi Eckstein,,,,,,,0
1637,1637,https://www.jstor.org/stable/1831460,The Theory of International Economic Sanctions: A Public Choice Approach: Comment,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Michael P. Leidy,,,,,,,,0
1638,1638,https://www.jstor.org/stable/1831461,The Theory of International Economic Sanctions: A Public Choice Approach: Reply,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,William H. Kaempfer,Anton D. Lowenberg,,,,,,,0
1639,1639,https://www.jstor.org/stable/1831462,In Quest of the Slutsky Diamond,"Vol. 79, No. 5, Dec., 1989",Vol. 79,No. 5,Dec.,1989,,Olivier de La Gr,ville,,,,,,,0
1640,1640,https://www.jstor.org/stable/1827922,Changing Beliefs and Systematic Rational Forecast Errors with Evidence from Foreign Exchange,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Karen K. Lewis,,,,,,,,0
1641,1641,https://www.jstor.org/stable/1827923,Exchange Rate Pass-Through When Market Share Matters,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Kenneth A. Froot,Paul D. Klemperer,,,,,,,0
1642,1642,https://www.jstor.org/stable/1827924,The Dynamic Effects of Aggregate Demand and Supply Disturbances,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Olivier Jean Blanchard,Danny Quah,,,,,,,0
1643,1643,https://www.jstor.org/stable/1827925,Labor Demand and the Structure of Adjustment Costs,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Daniel S. Hamermesh,,,,,,,,0
1644,1644,https://www.jstor.org/stable/1827926,"Entry, Exit, and Diffusion with Learning by Doing","Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Boyan Jovanovic,Saul Lach,,,,,,,0
1645,1645,https://www.jstor.org/stable/1827927,Oligopolistic Pricing with Sequential Consumer Search,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Dale O. Stahl II,,,,,,,,0
1646,1646,https://www.jstor.org/stable/1827928,A Political Theory of Government Debt and Deficits in a Neo-Ricardian Framework,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Alex Cukierman,Allan H. Meltzer,,,,,,,0
1647,1647,https://www.jstor.org/stable/1827929,The Inflation Tax in a Real Business Cycle Model,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Thomas F. Cooley,Gary D. Hansen,,,,,,,0
1648,1648,https://www.jstor.org/stable/1827930,Theory and Misbehavior of First-Price Auctions,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Glenn W. Harrison,,,,,,,,0
1649,1649,https://www.jstor.org/stable/1827931,Strategic Voting in Agenda-Controlled Committee Experiments,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Catherine Eckel,Charles A. Holt,,,,,,,0
1650,1650,https://www.jstor.org/stable/1827932,The Effect of Wage Bargains on the Stock Market Value of the Firm,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,John M. Abowd,,,,,,,,0
1651,1651,https://www.jstor.org/stable/1827933,"Strikes, Wages, and Private Information","Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Sheena McConnell,,,,,,,,0
1652,1652,https://www.jstor.org/stable/1827934,A Longitudinal Analysis of Strike Activity in U.S. Manufacturing: 1957-1984,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Susan B. Vroman,,,,,,,,0
1653,1653,https://www.jstor.org/stable/1827935,Cyclical Fluctuations in Strike Durations,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Alan Harrison,Mark Stewart,,,,,,,0
1654,1654,https://www.jstor.org/stable/1827936,Alternative Mechanisms for Corporate Control,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Randall Morck,Andrei Shleifer,Robert W. Vishny,,,,,,0
1655,1655,https://www.jstor.org/stable/1827937,Some Empirical Evidence on the Production Level and Production Cost Smoothing Models of Inventory Investment,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Martin Eichenbaum,,,,,,,,0
1656,1656,https://www.jstor.org/stable/1827938,How Well Do Economists Forecast Stock Market Prices? A Study of the Livingston Surveys,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Yoon Dokko,Robert H. Edelstein,,,,,,,0
1657,1657,https://www.jstor.org/stable/1827939,Supernovas in Monetary Theory: Does the Ultimate Sunspot Rule Out Money?,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Jon Faust,,,,,,,,0
1658,1658,https://www.jstor.org/stable/1827940,Will the Real Elasticity of Substitution Please Stand Up? (A Comparison of the Allen/Uzawa and Morishima Elasticities),"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Charles Blackorby,R. Robert Russell,,,,,,,0
1659,1659,https://www.jstor.org/stable/1827941,Increasing Returns and Animal Spirits,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Philippe Weil,,,,,,,,0
1660,1660,https://www.jstor.org/stable/1827942,The Demand for Money and Goods in the Theory of Consumer Choice with Money,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Richard Dusansky,,,,,,,,0
1661,1661,https://www.jstor.org/stable/1827943,Just-Cause Employment Policies When Unemployment Is a Worker Discipline Device,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,David I. Levine,,,,,,,,0
1662,1662,https://www.jstor.org/stable/1827944,Licensing and Nontransferable Rents: Comment,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Firouz Gahvari,,,,,,,,0
1663,1663,https://www.jstor.org/stable/1827945,Licensing and Nontransferable Rents: Reply,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,John R. Lott,Jr.,,,,,,,0
1664,1664,https://www.jstor.org/stable/1827946,"Speeding, Coordination, and the 55-MPH Limit: Comment","Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,David T. Levy,Peter Asch,,,,,,,0
1665,1665,https://www.jstor.org/stable/1827947,"Speeding, Coordination, and the 55-MPH Limit: Comment","Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Richard Fowles,Peter D. Loeb,,,,,,,0
1666,1666,https://www.jstor.org/stable/1827948,"Speeding, Coordination, and the 55-MPH Limit: Comment","Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Donald Synder,,,,,,,,0
1667,1667,https://www.jstor.org/stable/1827949,"Speeding, Coordination, and the 55-MPH Limit: Reply","Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Charles Lave,,,,,,,,0
1668,1668,https://www.jstor.org/stable/1827950,Statutes versus Enforcement: The Case of the Optimal Speed Limit,"Vol. 79, No. 4, Sep., 1989",Vol. 79,No. 4,Sep.,1989,,Philip E. Graves,Dwight R. Lee,Robert L. Sexton,,,,,,0
1669,1669,https://www.jstor.org/stable/1806847,The Effect of the 1933 Securities Act on Investor Information and the Performance of New Issues,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Carol J. Simon,,,,,,,,0
1670,1670,https://www.jstor.org/stable/1806848,The Sensitivity of Tests of the Intertemporal Allocation of Consumption to Near-Rational Alternatives,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,John H. Cochrane,,,,,,,,0
1671,1671,https://www.jstor.org/stable/1806849,Inventories as Factors of Production and Economic Fluctuations,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Valerie A. Ramey,,,,,,,,0
1672,1672,https://www.jstor.org/stable/1806850,An Experimental Study of Sequential Bargaining,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Jack Ochs,Alvin E. Roth,,,,,,,0
1673,1673,https://www.jstor.org/stable/1806851,"The Electronic Mail Game: Strategic Behavior Under ""Almost Common Knowledge""","Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Ariel Rubinstein,,,,,,,,0
1674,1674,https://www.jstor.org/stable/1806852,Three Variants on the Allais Example,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,John Conlisk,,,,,,,,0
1675,1675,https://www.jstor.org/stable/1806853,Preference Reversals Without the Independence Axiom,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,James C. Cox,Seth Epstein,,,,,,,0
1676,1676,https://www.jstor.org/stable/1806854,Measuring the Efficiency Cost of Taxing Risky Capital Income,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Roger H. Gordon,John Douglas Wilson,,,,,,,0
1677,1677,https://www.jstor.org/stable/1806855,The Simple Analytics of Debt-Equity Swaps,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Elhanan Helpman,,,,,,,,0
1678,1678,https://www.jstor.org/stable/1806856,Dependents and the Demand for Life Insurance,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Frank D. Lewis,,,,,,,,0
1679,1679,https://www.jstor.org/stable/1806857,In Quest of the Slutsky Diamond,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Olivier De La Gr,ville,,,,,,,0
1680,1680,https://www.jstor.org/stable/1806858,The Health and Earnings of Rejected Disability Insurance Applicants,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,John Bound,,,,,,,,0
1681,1681,https://www.jstor.org/stable/1806859,Economic and Mechanical Models of Intergenerational Transmission,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Arthur S. Goldberger,,,,,,,,0
1682,1682,https://www.jstor.org/stable/1806860,On the Economics of the Family: Reply to a Skeptic,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Gary S. Becker,,,,,,,,0
1683,1683,https://www.jstor.org/stable/1806861,Some Empirical Aspects of Entrepreneurship,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,David S. Evans,Linda S. Leighton,,,,,,,0
1684,1684,https://www.jstor.org/stable/1806862,Returns to Seniority After Permanent Job Loss,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Lori Gladstein Kletzer,,,,,,,,0
1685,1685,https://www.jstor.org/stable/1806863,Too Many Proposals Pass the Benefit Cost Test,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,John P. Hoehn,Alan R,all,,,,,,0
1686,1686,https://www.jstor.org/stable/1806864,Trade Negotiations and World Welfare,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Carsten Kowalczyk,,,,,,,,0
1687,1687,https://www.jstor.org/stable/1806865,Is There a Leviathan in Your Neighborhood?,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Jeffrey S. Zax,,,,,,,,0
1688,1688,https://www.jstor.org/stable/1806866,Is Leviathan a Mythical Beast?,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Kevin F. Forbes,Ernest M. Zampelli,,,,,,,0
1689,1689,https://www.jstor.org/stable/1806867,Searching for Leviathan: A Reply and Some Further Reflections,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Wallace E. Oates,,,,,,,,0
1690,1690,https://www.jstor.org/stable/1806868,"The Dynamics of Population Growth, Differential Fertility, and Inequality: Comment","Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Erik Dietzenbacher,,,,,,,,0
1691,1691,https://www.jstor.org/stable/1806869,"If Homo Economicus Could Choose His Own Utility Function, Would He Want One with a Conscience? Comment","Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Joseph E. Harrington,Jr.,,,,,,,0
1692,1692,https://www.jstor.org/stable/1806870,"If Homo Economicus Could Choose His Own Utility Function, Would He Want One with a Conscience? Reply","Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Robert H. Frank,,,,,,,,0
1693,1693,https://www.jstor.org/stable/1806871,Two-Moment Decision Models and Expected Utility Maximization: Comment,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Haim Levy,,,,,,,,0
1694,1694,https://www.jstor.org/stable/1806872,Two-Moment Decision Models and Expected Utility Maximization: Comment,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Hans-Werner Sinn,,,,,,,,0
1695,1695,https://www.jstor.org/stable/1806873,Two-Moment Decision Models and Expected Utility Maximization: Reply,"Vol. 79, No. 3, Jun., 1989",Vol. 79,No. 3,Jun.,1989,,Jack Meyer,,,,,,,,0
